,id,username,geo,created_at,date,tweet,language,hashtags,cashtags,link,urls,photos,video,thumbnail,nlikes,nreplies,nretweets
0,1.5127974237013115e+18,HindustanTimes,India,1649513986000.0,2022-04-09 22:19:46,"Caught on CCTV camera: BMW car in Mangaluru jumps divider, rams into scooty  https://t.co/fZ6c3CcLJk",en,[],[],https://twitter.com/HindustanTimes/status/1512797423701311492,['https://www.hindustantimes.com/cities/bengaluru-news/caught-on-cctv-camera-bmw-car-in-mangaluru-jumps-divider-rams-into-scooty-101649513492990.html'],[],0.0,,2.0,0.0,0.0
1,1.512762126821372e+18,SansaniPatrakar,India,1649505571000.0,2022-04-09 19:59:31,"Warning: Graphic content  Crazy accident in Mangalore - BMW jumps divider, crashes into another car  https://t.co/MH6nTNtX2Q",en,[],[],https://twitter.com/SansaniPatrakar/status/1512762126821371904,[],[],1.0,https://pbs.twimg.com/ext_tw_video_thumb/1512762041781878790/pu/img/dms3k41EPyebvJjB.jpg,0.0,0.0,0.0
2,1.512748290097492e+18,HSouthwellFE,France,1649502272000.0,2022-04-09 19:04:32,"@theniki94 nah BMW wouldn't re-enter, it's just kind of funny that there's this strange web of Audi/Merc/BMW - Nissan would be the most likely, they want a customer team (as do Porsche)",en,[],[],https://twitter.com/HSouthwellFE/status/1512748290097491970,[],[],0.0,,6.0,2.0,0.0
3,1.5127450350408049e+18,HSouthwellFE,UK,1649501496000.0,2022-04-09 18:51:36,"the baffling web of German OEMs and McLaren rumours continue: looks likely McL will rebadge the current Merc FE team - they'd need a powertrain supplier for next year, though, since Merc are out. BMW would be the obvious except they are too...",en,[],[],https://twitter.com/HSouthwellFE/status/1512745035040804869,[],[],0.0,,137.0,6.0,7.0
4,1.512745036382937e+18,HSouthwellFE,France,1649501496000.0,2022-04-09 18:51:36,"(because McL are developing an EV platform with BMW, if rumours are to be believed. anyway, all of this is ✨speculation✨ of course)  (McL signed an agreement to explore an FE entry in January 2021, that bit's for sure &amp; it's all been quite quiet since but Gen3 comes soon...)",en,[],[],https://twitter.com/HSouthwellFE/status/1512745036382937095,[],[],0.0,,57.0,2.0,2.0
5,1.5127406336556155e+18,eurosport,France,1649500447000.0,2022-04-09 18:34:07,"Scott Redding has been struggling and qualified in 16th for the #AragonWorldSBK.  BMW boss Shaun Muir tells @charliehiscott about the ""culture shock"" his new rider is experiencing.  https://t.co/XgrHZhsRCS",en,['aragonworldsbk'],[],https://twitter.com/eurosport/status/1512740633655615494,[],[],1.0,https://pbs.twimg.com/media/FP5VjpqX0AEsZ7s.jpg,4.0,0.0,0.0
6,1.5127106839551918e+18,DannyWArmstrong,Russia,1649493306000.0,2022-04-09 16:35:06,"Russia's Olympic medalists from Beijing 2022 Winter Games will be awarded a cash prize, rather than the usual prize of a BMW Crossover worth $105,000.  Foreign car manufacturers can't deliver the required amount of vehicles to Russia due to sanctions against the country.  https://t.co/HIK19KUDFF",en,[],[],https://twitter.com/DannyWArmstrong/status/1512710683955191811,[],"['https://pbs.twimg.com/media/FP44P_KXsAIakKT.jpg', 'https://pbs.twimg.com/media/FP45k4wXsAcv7dJ.jpg']",1.0,https://pbs.twimg.com/media/FP44P_KXsAIakKT.jpg,3.0,1.0,1.0
7,1.512700668431278e+18,karlmccartney,USA,1649490918000.0,2022-04-09 15:55:18,"Busy campaigning, as are many @lnconservatives across the City. Taken a few photos over recent weeks of ‘cars’ but the mid-renovation @VW Campervan (ramps were other side) &amp; quite early this AM what looked like a modern daily driver @BMW_UK 8 series, are 2 stand-outs. 🚗🚙😇👍  https://t.co/nULst1S8LJ",en,[],[],https://twitter.com/karlmccartney/status/1512700668431278080,[],"['https://pbs.twimg.com/media/FP4xOnLXMAAC_fA.jpg', 'https://pbs.twimg.com/media/FP4xOnUX0AIQ4Q6.jpg']",1.0,https://pbs.twimg.com/media/FP4xOnLXMAAC_fA.jpg,0.0,0.0,0.0
8,1.5126487484214804e+18,OfficialDMRC,India,1649478539000.0,2022-04-09 12:28:59,"@siddharth_bmw Hi. Any inconvenience is regretted. Please write to us at helpline@dmrc.org with details like date, time, location of customer care and your contact number for further checking.",en,[],[],https://twitter.com/OfficialDMRC/status/1512648748421480449,[],[],0.0,,0.0,0.0,0.0
9,1.5126112537426207e+18,ABC7Amarillo,USA,1649469600000.0,2022-04-09 10:00:00,A Utah Highway Patrol trooper arrested a BMW driver who is accused of passing cars at 126 mph.  https://t.co/2cVSNMEHtL,en,[],[],https://twitter.com/ABC7Amarillo/status/1512611253742620673,['https://abc7amarillo.com/news/nation-world/utah-trooper-nabs-bmw-driver-accused-of-passing-cars-at-126-mph-with-suspended-license-04-08-2022'],[],0.0,,0.0,0.0,0.0
